45,12
0,0,10609,0,0,13820,0,0,0,36652,0,77789,0,0,44825,91108,650,85942,0,8538,22154,48133,8941,6941,1803,4967,34907,7981,232768,67871,23737,16483,44690,68218,28146,48114,77963,26376,78502,4849,26294,20485,17036,3168,2060
26,87,28359,0,1653,51246,350,0,162,49937,916,104461,3601,823,57325,105945,2300,104441,578,8681,28121,57076,11062,6981,3302,15312,44450,10483,272268,104255,55335,43550,51968,62055,113071,84201,87988,32494,121482,17771,43620,27840,31546,8061,2297
26,87,29367,0,1611,51445,350,0,162,50594,916,99104,3753,823,58325,105554,5326,129212,578,8681,26631,57736,11917,6360,3409,14104,46890,10366,267306,103854,91123,43352,49030,57911,125665,85064,92039,31506,116734,17771,48090,32937,33068,7275,2309
185,87,29156,0,1611,52331,380,0,162,51950,916,86917,3749,823,56457,96704,5137,129186,944,8639,32998,57743,9979,6047,2826,13478,47019,9461,339485,90154,87278,41571,41334,49454,183973,84165,92699,34089,115811,12649,73437,34593,32956,18185,3684
185,87,29135,0,1961,52446,380,0,122,52133,916,112136,3749,823,56457,97673,5102,128736,944,8639,32776,57489,8934,6047,2617,12760,47019,9514,346328,92494,84218,40678,37616,48258,186735,87760,92699,35148,105699,12050,73446,35093,32383,20881,3684
185,0,27778,0,1875,52191,350,0,122,47424,916,124260,3463,823,20797,100545,7047,100255,945,9672,30063,59349,8538,6437,3120,12615,47775,8135,351914,94527,70788,45638,36959,86917,189906,126796,97048,28303,106479,10396,74998,36758,31977,22248,3559
185,0,25292,0,1875,56092,350,0,0,47424,916,134192,3491,760,20797,102879,59966,97761,945,9672,23681,60435,7274,6437,2984,11805,47775,10322,362688,93527,71137,45580,42979,86917,179594,133295,117717,28306,109778,10396,75292,36758,37257,22188,5532
185,0,22624,0,1375,55716,350,0,0,43413,300,153665,4611,760,21239,106295,60952,96714,945,9665,24474,64710,6804,6437,2984,13752,47546,9347,364309,88533,73757,49905,46379,90097,193948,66515,118826,28533,105708,8250,81695,34184,44303,21749,5720
0,0,18983,0,1410,45778,350,0,0,28449,900,155764,4539,760,35133,104409,61131,93170,4139,9200,20315,66566,7238,7337,3435,14134,49610,490,399185,89763,76662,56803,50218,91573,200629,93875,183600,29747,96949,8975,81334,35757,45687,21821,5862
0,87,15883,0,1410,45251,350,0,0,27065,900,155525,5378,760,31743,107955,61078,74952,3539,9200,28952,63879,7797,6880,3463,14828,49776,490,428407,85841,75136,56724,50105,93861,329077,88134,201821,38248,96578,8827,81149,37314,43564,22296,6326
0,87,6009,0,1410,39894,350,0,0,23210,753,188247,5378,760,25807,102802,68383,59160,2816,9219,29727,64406,8655,6880,3455,22106,53320,490,490684,74443,73947,61603,55120,95733,357208,98553,213561,41287,96888,16817,84758,40402,43495,3652,6154
0,0,6009,0,1410,39976,350,0,0,20479,753,190425,5378,760,23474,113307,68528,57247,2645,4123,33269,65854,9088,6880,3699,31057,63939,490,498047,72005,72505,62336,55175,111621,358000,107833,213503,41334,93449,17274,81409,33616,45300,3879,6128
0.0,0.0,29.100000589122445,0.0,0.0,6.230000113060782,0.0,0.0,0.0,31.63999918149078,0.0,43.329998457365434,0.0,0.0,0.64,7.450000274399613,8.0,24.309999767284914,0.0,0.5400000022875674,16.219999774307123,21.849998961211643,3.6500000436891846,3.6999998874441724,10.160000259983361,38.29000150996578,19.089999856762255,5.470000039155495,58.51000137475942,51.30999985266167,46.389997682942244,33.04999848328581,50.4,8.899999816763904,8.990000244262061,37.41999989608014,3.879999967933507,29.319999715650592,79.19000152862347,4.790000193338833,28.569999334448923,26.71999938979741,38.18999838577131,2.109999993834833,2.45
1.5800000704251802,1.0400000385854435,34.720000705243486,0.0,18.149999527374472,18.179999414588455,1.98,0.0,1.6399999547887731,37.300000500630794,12.200000213223253,62.54999952135247,1.299999945761594,0.34999998516764125,0.4,26.13999952805701,9.02,23.26999932976513,2.739999949313365,0.5400000269986177,20.779999822196935,25.320000963627443,15.290000395498101,3.25,9.65000023659903,88.30000163270637,18.92,11.730000357722027,58.5499985308593,59.09000047959331,79.77000090358725,47.58,47.66999884544335,46.4,11.029999955779997,35.75999988123657,3.8799999715870346,29.329999384501754,87.58999687196457,3.619999973622756,29.7,38.81999820402299,59.619999366005196,3.5800001066089817,15.349999659882455
1.5800000704251802,1.0400000385854435,36.50999846766779,0.0,9.439999903010552,18.030000485955874,1.98,0.0,1.6399999547887731,34.69000029647784,11.520000341157205,65.5299987891508,1.43999995316247,0.34999998516764125,0.52,26.600000947382384,11.920000352046564,21.47000085131412,2.739999949313365,0.5,16.64000014081334,25.530000779409725,15.149999737769573,3.75,10.0,66.4500008862734,18.55,12.3100000904399,59.07999820430518,65.62999980742195,91.28999813438978,48.1100006920096,47.58000203956761,39.61999879124864,11.19000019894163,35.01999964732437,3.689999959256402,28.879999047800418,86.11000222728596,3.619999973622756,28.709999480141402,42.469999544585114,67.94999697592839,4.52,15.119999187960156
3.7099998680320945,1.049999982461162,41.04999828508712,0.0,9.439999903010552,17.280000143318492,2.019999935752467,0.0,1.6399999547887731,39.59,11.609999744132097,64.29999884947709,1.5399999895805547,0.34999998516764125,0.6600000193731512,13.25,14.25,22.34000007740777,2.8499998965505826,0.47000000904329203,16.89000090914601,26.650000865905824,20.910000062631525,3.5699998449644452,9.460000331740977,64.02999795963792,18.63000063803994,14.05999960363598,61.93999734892558,62.04999778157375,98.16999702101332,51.2199971133723,48.62999891130788,8.64999987361993,13.530000326134813,33.83000059407117,3.570000080907022,28.83999970665024,89.54999956826208,4.020000037058265,29.47000149788254,41.7200011563033,73.28000212404417,9.579999828155072,19.090000678610206
3.7099998680320945,1.049999982461162,41.470001716148964,0.0,9.560000079678735,18.770000333676542,2.019999935752467,0.0,1.78000003001729,40.04000105499396,11.979999658842795,67.7300019619034,1.5399999895805547,0.34999998516764125,0.7199999833944418,13.549999744043902,13.69999969374755,22.419999067859806,2.8499998965505826,0.47000000904329203,17.420000533927265,26.6500004348658,21.3699997901276,3.6200001033570364,10.17000023882308,62.010001959247646,18.549999734150024,14.590000591233972,68.48999792104594,65.88999827015806,99.83999857512646,55.6899982791681,48.189998936622715,7.839999974097559,12.740000535518249,33.50999886052872,3.570000080907022,27.83999978661659,89.32000302746478,4.18,29.729998910764373,41.52000042743567,74.409999073588,9.489999880273933,19.070000763436482
3.8799999340160474,0.0,47.57000143998848,0.0,9.59,19.35000047900979,1.69,0.0,1.78000003001729,39.20999915654521,12.159999530908843,70.38999678094318,1.5999999436002021,0.34999998516764125,0.7900000413220657,13.169999751355114,12.810000044345111,21.869999002543516,2.8,0.46000001211616004,18.6000004157935,27.310001010969014,21.979999341180605,4.47000009709492,10.9,53.67000099088387,20.62,14.379999615857406,67.77999738572493,65.8500005289494,89.02999802226365,56.7100004382313,49.41999918828973,8.379999741132345,9.189999921013554,33.64000047320105,3.990000115922018,28.109999381690987,100.4599968068821,3.150000037574548,28.089999066641777,50.010001224223295,71.23000125089908,5.25999984549173,12.480000087805564
3.8799999340160474,0.0,47.78999782539933,0.0,9.59,20.13000071311417,1.69,0.0,0.0,39.520000421727396,12.159999530908843,83.66000208656254,1.600000027973718,0.2100000080309416,0.7900000413220657,13.34000014580235,9.730000125070873,22.150001022902792,2.8,0.46000001211616004,18.790000422279466,28.089999586332425,17.180000042961233,4.47000009709492,11.160000471263405,48.35,20.78,15.37000006055028,69.9500011028763,64.18000149689395,90.97000154631205,56.46999780605529,63.07999837129761,8.379999741132345,8.699999721594263,33.9,3.8199999787626258,28.060000529922984,100.10000182185865,3.150000037574548,27.44000026563247,50.230000952173675,75.39999865797031,5.219999971831621,11.569999689307664
3.8799999340160474,0.0,48.040001768033946,0.0,7.85,20.729999012850886,1.69,0.0,0.0,41.80999930896275,4.91,90.24999837308431,1.5300000169431793,0.2100000080309416,0.8299999595378784,14.660000470389011,10.680000246095288,24.25,3.080000103339947,0.5,19.02999994892539,28.46000038633905,17.42999981628454,4.83000014564238,11.160000471263405,50.389997818499126,21.580000157741978,15.870000066866375,71.87000046663684,61.049998305716514,100.45999701723227,63.340001001903616,66.2400008624593,7.659999778017026,8.690000025780106,34.13999849657972,3.849999947402084,28.14000017523569,99.97000227040527,2.82,27.12999877593488,40.66000175520711,77.75,5.220000057473907,11.95
0.0,0.0,47.659998419638626,0.0,8.15,13.819999508497531,1.69,0.0,0.0,35.549999560617245,6.74,103.0300005135975,1.6999999569701476,0.2100000080309416,0.8799999733156861,15.970000191554368,10.209999836416875,28.17000107330686,10.359999773496014,0.52,25.289999692345557,30.100000375567106,22.669999050151976,4.83000012777702,11.980000227438136,47.450000884392246,22.48999949606934,4.8,75.47000012525521,63.65000055702238,106.860002347969,65.1999982395296,70.2399986060775,7.980000245705612,7.819999850470271,34.1,3.99,29.849999579789557,87.85000361014554,3.22,27.960001352447932,43.87000097882932,83.24000262656773,3.9300000572842673,6.099999866726373
0.0,1.2099999614145565,47.450001574009946,0.0,8.15,13.29000049722658,2.2,0.0,0.0,40.4199981525956,6.74,105.5900016074586,1.760000050843715,0.2100000080309416,0.8999999753882746,27.230000926311888,10.069999631618586,28.210001067349772,11.919999690943769,0.52,24.990000690798563,30.530000078272984,22.029999519045788,4.639999886446221,12.25,43.43000151739952,24.559998794599807,4.25,72.70999773579797,58.51000104845004,101.37000239565587,58.66999858966222,69.2699980041912,11.61000042616209,7.769999878447901,31.919999659609232,3.9100000743232863,30.479998954193682,85.649997929135,2.8600000796561686,25.280000369690324,43.609998928016296,81.01000252502065,3.530000126143703,6.5399998518020865
0.0,1.2099999614145565,42.0799997919787,0.0,7.579999861480497,13.30999962400361,2.2,0.0,0.0,38.58000053856097,6.58000031125498,97.91999872507928,1.7099999782098363,0.2100000080309416,0.8499999697272058,30.87000009727437,9.229999597853269,25.77000084516565,10.770000110973012,0.5399999745769606,23.370000336394522,29.459999844734963,20.259999638937032,4.160000113553779,10.6,69.35000113091468,24.610000937734434,3.4799999003507653,64.97999934784913,53.040000402992895,90.12999851244811,49.65000081164878,58.93999909288824,9.439999791085624,6.590000083984681,21.580000101468247,3.600000117062572,29.75,73.85999814218479,3.9099999256704527,19.65999964605111,46.269999009950006,79.85,1.2099999786076123,3.879999923830029
0.0,0.0,40.239999375936094,0.0,7.240000277039007,11.75999974984991,2.2,0.0,0.0,30.950000610381366,5.81999994812417,92.21000393855849,1.7099999782098363,0.2100000080309416,0.5399999983359248,18.379999691104697,8.169999854074247,24.71000008734082,9.22999985231569,2.25,21.29999962427485,25.539999468521273,17.009999449823944,4.160000113553779,10.599999577588537,55.559998551051294,23.140000625596272,3.4799999003507653,59.7599985543533,58.690000694396225,76.70999931039239,45.25999823536961,54.67,11.829999507261178,6.04,21.599999536320052,3.319999894615064,29.0,72.30999796680543,8.860000036181544,17.669999631490377,43.64000029747739,66.96,1.4200000453161252,3.6799998470137076
